[2026-06-07T02:17:48.403Z] GET https://www.basketball-reference.com/teams/SAS/2026.html → pending (?ms, ?B)
[2026-06-07T02:18:20.155Z] GET https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=13042&site_id=92444&zone_id=435334&size_id=2&alt_size_ids=57&rf=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fny%2Fnew-york-knicks&tg_i.domain=espn.com&tg_i.page=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fny%2Fnew-york-knicks&tg_i.pbadslot=%2F21783347309%2Fespn.com%2Fnba%2Fteam%2Fstats&tk_flint=pbjs_lite_v8.26.0&l_pb_bid_id=77506046fb5fdd&p_screen_res=1280x720&rp_secure=1&rp_maxbids=1&p_gpid=%2F21783347309%2Fespn.com%2Fnba%2Fteam%2Fstats&m_ch_ua=%22Not%3AA-Brand%22%7Cv%3D%2299%22%2C%22HeadlessChrome%22%7Cv%3D%22145%22%2C%22Chromium%22%7Cv%3D%22145%22&m_ch_full_ver=%22Not%3AA-Brand%22%7Cv%3D%2299%22%2C%22HeadlessChrome%22%7Cv%3D%22145%22%2C%22Chromium%22%7Cv%3D%22145%22&m_ch_mobile=%3F0&m_ch_platform=macOS&slots=1&rand=0.0837436633554699 → pending (?ms, ?B)
[2026-06-07T02:18:20.157Z] GET https://fundingchoicesmessages.google.com/i/21783347309?ers=3 → 200 (240ms, 22993B)
[2026-06-07T02:18:20.160Z] GET https://securepubads.g.doubleclick.net/pagead/managed/dict/m202606040101/gpt → 200 (?ms, 64902B)
[2026-06-07T02:18:20.213Z] GET https://site.web.api.espn.com/apis/personalized/v2/scoreboard/header?sport=basketball&league=nba&region=us&lang=en&contentorigin=espn&configuration=STREAM_MENU&platform=web&features=sfb-all%2Ccutl&buyWindow=1m&showAirings=buy%2Clive%2Creplay&showZipLookup=true&tz=America%2FNew_York&postalCode=100000&playabilitySource=playbackId → 200 (212ms, 15116B)
[2026-06-07T02:18:20.246Z] GET https://load77.exelator.com/pixel.gif → 204 (273ms, ?B)
[2026-06-07T02:18:20.248Z] GET https://sb.scorecardresearch.com/internal-cs/default/beacon.js → 200 (?ms, 21373B)
[2026-06-07T02:18:20.248Z] GET https://sb.scorecardresearch.com/b?c1=2&c2=3000005&cs_it=b1&cv=4.13.1%2B2508250908&ns__t=1780798700248&ns_c=UTF-8&cs_cfg=1101110&c7=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fny%2Fnew-york-knicks&c8=New%20York%20Knicks%202025-26%20NBA%20Postseason%20Stats%20-%20ESPN&c9= → 204 (290ms, ?B)
[2026-06-07T02:18:20.357Z] GET https://images.taboola.com/taboola/image/fetch/f_jpg%2Cq_auto%2Ch_256%2Cw_460%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/https%3A//cdn.taboola.com/libtrc/static/thumbnails/5058cf7ffc41dff5e1bc586a4d56ef9f.jpg → 200 (2ms, 38814B)
[2026-06-07T02:18:20.357Z] GET https://images.taboola.com/taboola/image/fetch/c_crop%2Cf_jpg%2Cq_auto%2Ce_sharpen%2Car_1.7778%2Cw_1365%2Cx_27%2Cy_29/c_fill%2Cw_460%2Ch_256/https%3A//cdn.taboola.com/libtrc/static/thumbnails/9870bc49123adfa95802f8b1193d9d28.jpg → 200 (192ms, 13606B)
[2026-06-07T02:18:20.402Z] GET https://ep1.adtrafficquality.google/getconfig/sodar?sv=200&tid=gpt&tv=m202606020101&st=env&sjk=4657178182703197 → 200 (89ms, 17870B)
[2026-06-07T02:18:20.412Z] GET https://securepubads.g.doubleclick.net/gampad/ads?pvsid=4657178182703197&correlator=3227741985988533&hxva=1&scor=3816329967379527&eid=31098908%2C31098954%2C95388409%2C95391587%2C95340252%2C95340254&output=ldjh&gdfp_req=1&vrg=202606020101&ptt=17&impl=fifs&iu_parts=21783347309%2Cespn.com%2Cnba%2Cteam%2Cstats&enc_prev_ius=%2F0%2F1%2F2%2F3%2F4%2C%2F0%2F1%2F2%2F3%2F4&prev_iu_szs=1x2%2C1x1&ifi=1&didk=4189360575~2451144074&dids=ad-slot-exclusions-280025~ad-slot-overlay-97506&adfs=2256267208~2476289237&sfv=1-0-45&ists=1&eri=1&sc=1&lrm=100&cookie=ID%3D326ef29c6fe295d1%3AT%3D1780798684%3ART%3D1780798684%3AS%3DALNI_MbuNg1CHPk4-XBA2bEaSXHOnjIR-A&gpic=UID%3D000014476c1fb61d%3AT%3D1780798684%3ART%3D1780798684%3AS%3DALNI_MZ87n0tOZ4JypTPEOhZ9EM8Ibt3Pw&abxe=1&dt=1780798700405&lmt=1780798999&adxs=0%2C0&adys=109%2C0&biw=1280&bih=720&scr_x=0&scr_y=0&btvi=0%7C0&ucis=1%7C2&oid=2&u_his=4&u_h=720&u_w=1280&u_ah=720&u_aw=1280&u_cd=24&u_sd=1&u_tz=480&dmc=8&bc=31&nvt=1&uach=WyJtYWNPUyIsIjI2LjUuMSIsImFybSIsIiIsIjE0NS4wLjc2MzIuNiIsbnVsbCwwLG51bGwsIjY0IixbWyJOb3Q6QS1CcmFuZCIsIjk5LjAuMC4wIl0sWyJIZWFkbGVzc0Nocm9tZSIsIjE0NS4wLjc2MzIuNiJdLFsiQ2hyb21pdW0iLCIxNDUuMC43NjMyLjYiXV0sMF0.&url=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fny%2Fnew-york-knicks&vis=1&psz=1280x0%7C1280x-1&msz=1280x0%7C1280x-1&fws=0%2C512&ohw=0%2C0&dlt=1780798699009&idt=1121&ppid=65CADD94-86DD-42C7-C200-34A22ED228D3&prev_scp=pos%3Dexclusions%7CslotId%3Dad-slot-overlay-97506%26pos%3Doutofpage&cust_params=pgtyp%3Dstats%26sp%3Dnba%26ed%3Dus%26lang%3Den%26tm%3Dny%26league%3Dnba%26darkmode%3Dfalse%26ajx_url%3Dhttps%253A%252F%252Fwww.espn.com%252Fnba%252Fteam%252Fstats%252F_%252Fname%252Fny%252Fnew-york-knicks%26mnr%3Df%26swid%3D65CADD94-86DD-42C7-C200-34A22ED228D3%26d_us_privacy%3D%26hip%3Dfbd007c8098451fee9ec27d9210f016957b077d490f991bbd60c6dfa4e0149fd%26inskin_yes%3Dno%26prof%3Dxl&adks=109111406%2C1329924208&frm=20&eo_id_str=ID%3D109055eb94a22d5f%3AT%3D1780798684%3ART%3D1780798684%3AS%3DAA-AfjYk-jrqmaBHDjDtBGCMJGLB&pgls=CAk. → 200 (116ms, 9136B)
[2026-06-07T02:18:20.412Z] GET https://2a51514ca7a52d82a936b76ce032aada.safeframe.googlesyndication.com/safeframe/1-0-45/html/container.html → pending (?ms, ?B)
[2026-06-07T02:18:20.499Z] GET https://ep2.adtrafficquality.google/sodar/sodar2.js → 200 (?ms, 21535B)
[2026-06-07T02:18:20.500Z] GET https://ep2.adtrafficquality.google/sodar/sodar2/254/runner.html → 200 (2ms, 14627B)
[2026-06-07T02:18:20.502Z] GET https://www.google.com/recaptcha/api2/aframe → 200 (?ms, 829B)
[2026-06-07T02:18:20.508Z] GET https://pagead2.googlesyndication.com/pagead/sodar?id=sodar2&v=254&li=gpt_m202606020101&jk=4657178182703197&rc=null → 204 (98ms, ?B)
[2026-06-07T02:18:20.509Z] GET https://pagead2.googlesyndication.com/bg/WTjLr0YvkDEeF5MTTn-f2BbM6vD8FMWGIAlvuf4NS9g.js → 200 (1ms, 57596B)
[2026-06-07T02:18:20.538Z] GET https://secure.espncdn.com/ad/doubleclick/hanfordCap.js → 200 (?ms, 499B)
[2026-06-07T02:18:20.538Z] GET https://www.googletagmanager.com/gtag/js?id=AW-817714641 → 200 (6ms, 430546B)
[2026-06-07T02:18:20.544Z] GET https://ep2.adtrafficquality.google/generate_204?-dWyGw → 204 (62ms, ?B)
[2026-06-07T02:18:20.545Z] GET https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/scoreboard/sa.png&w=32&h=32&scale=crop&cquality=40&location=origin → 200 (2ms, 1338B)
[2026-06-07T02:18:20.545Z] GET https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/scoreboard/ny.png&w=32&h=32&scale=crop&cquality=40&location=origin → 200 (2ms, 1657B)
[2026-06-07T02:18:20.552Z] GET https://googleads.g.doubleclick.net/pagead/viewthroughconversion/817714641/?random=1780798700549&cv=11&fst=1780798700549&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45be6631v9100158892za200zd9100158892xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616986~115938465~115938469~118228215~119027224&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fny%2Fnew-york-knicks&ref=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fny%2Fnew-york-knicks&rcb=2&frm=1&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1785555222.1780798684&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=26.5.1&uaw=0&data=event%3Dgtag.config&ept=9&rfmt=3&fmt=4 → 200 (77ms, 43B)
[2026-06-07T02:18:20.552Z] POST https://www.google.com/rmkt/collect/817714641/?random=1780798700549&cv=11&fst=1780798700549&fmt=8&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45be6631v9100158892za200zd9100158892xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616986~115938465~115938469~118228215~119027224&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fny%2Fnew-york-knicks&ref=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fny%2Fnew-york-knicks&rcb=2&frm=1&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1785555222.1780798684&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=26.5.1&uaw=0&data=event%3Dgtag.config&ept=68&gcp=5 → 200 (77ms, ?B)
[2026-06-07T02:18:20.552Z] POST https://www.google.com/ccm/collect?rcb=2&frm=1&auid=1785555222.1780798684&en=page_view&dr=www.espn.com&dl=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fny%2Fnew-york-knicks&scrsrc=www.googletagmanager.com&rnd=420008947.1780798701&navt=n&npa=0&gtm=45be6631v9100158892za200zd9100158892xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616986~115938465~115938469~118228215~119027224&apve=1&apvf=f&apvc=1&tids=AW-817714641&tid=AW-817714641&tft=1780798700552&tfd=17 → 200 (72ms, ?B)
[2026-06-07T02:18:21.064Z] GET https://ep1.adtrafficquality.google/pagead/sodar?id=sodar2&v=254&t=2&li=gpt_m202606020101&jk=4657178182703197&bg=!LS6lLkzNAAYVyLrKNcg7AEcBe5WfONiXaJsUWVZY_B1Dm6EfruNAQIrdPsQpxzmPrhCNHLkDYn2bZw_A3EdK6sn0_YpvT08tREXUBvtY2beGhhxzsBfyXAIAAAAfUgAAAAFoAQd-ADZwdbe0jZN0QqZed99sYbmWqZ0uk7ZzsWMCOWQPEkjeteaUQsl9oWEO02MGu7CQpW9ZB4qex9sKANpAX93UO1iStzYw_MWDDFVnkWbYcPNF1Uio3Cz1ECHZN8UJRhlEbxbP2jLXnPh3jxqKsIv90Ja1vdRs1vEphx0sPZIZeaMiA5Ed2vI5P4H6I12HC6MB0n8mFiTdxxXOBIXU3OapV2sQuIEYVi7VU0BwRlgw6Gg4PqCDf48b0gCbneaRZuL7FDZQJiQocFgtclx5Ng7nUQCrgi10MDsWoDU4mp-lE_T44Hf-OulQra-8W9eiRCYvEKTKdf1BQOwMRMNt-CvAIhvHFuSRlfiUR02Q-hTIvYSZ4NI4UpkCIaAlJHXOiCqpCwlyKzSAJebQkJs4yd8GRaegZgVqSZUOrZtlqHKZWUNJMmPK8CWl0tZ3-bNiXazJ1yD5szfxbZNDooM5XMb-461lSuE2t-Lq7kpT0eHeBhr2yBuEFHDS9ac8PgktWdAoRO72CMfRBgQugudCxROnECtTn1P10BlEthdCwEaq1ozdCJWdQyxuKUQjOZMs6r-Vo1nPjWM4gXE_8GGoljr4o1W6L7_WRMTivGNlvO-UJOzAqjs9uKcetz6b5z1rHFkCGjlriE2YxCKinDpySwYGzxufgsm55HtRN0wpH7v1Gp4YHZIpy4lNBbeMMLe-JWZNSI0EAssuWrgRjaLLNSivfTdqCQSySEQFfK8irsGIgdDSEYMXnWb_ns7b1_9qnRiDFKpCQOgLKhC4v7uMopNhIWSb4xgZi5rpSQk9kHCjVk9SxKH2pIxItVy7NhzpRhlfQeySWwinBNtVJFYy4dU1WsnDa5PAYaaGgdb-c08PGJteu_ZPkLe2GJXFEOYRvqYVU5QLfxVy0GxcNoXP9iIttcfjXeTVfq4mmByWBZEgtg8gtsQM376StkZ_FciPHkgYbbxX2Bwcl1PP7uMJBZx-RBLpPkz5g3PhmBRXZWyhAZYOx47HmOefUvV4UBHsZH3RuY25ckZPMTTo24FOYV_AVyAE6bxukx8qH7zxD5VPfcNZelWkBedq1aDw23B9E5CwK6-__RrrW7EW → 204 (100ms, ?B)
[2026-06-07T02:18:21.099Z] GET https://cdn.taboola.com/libtrc/static/thumbnails/f539211219b796ffbb49949997c764f0.png → 200 (?ms, 254B)
[2026-06-07T02:18:21.101Z] POST https://trc.taboola.com/espnnetwork-espn/log/3/bulk?route=TY%3ATY%3AV&lti=default-trecs-3288-fix-served-sizes-reporting-on-explore-more-display-items_ctrl&tvi48=28907&tvi50=30819&cv=20260604-9-RELEASE&bulkSize=3 → 204 (192ms, ?B)
[2026-06-07T02:18:21.164Z] GET https://securepubads.g.doubleclick.net/gampad/ads?pvsid=4657178182703197&correlator=1636505590701232&hxva=1&scor=3816329967379527&eid=31098908%2C31098954%2C95388409%2C95391587%2C95340252%2C95340254&output=ldjh&gdfp_req=1&vrg=202606020101&ptt=17&impl=fifs&iu_parts=21783347309%2Cespn.com%2Cnba%2Cteam%2Cstats&enc_prev_ius=%2F0%2F1%2F2%2F3%2F4%2C%2F0%2F1%2F2%2F3%2F4%2C%2F0%2F1%2F2%2F3%2F4&prev_iu_szs=1680x1050%2C1x2%2C1280x100%7C970x250%7C728x90&ifi=3&didk=2960692282~4189360575~1536359708&dids=ad-slot-wallpaper-481924~ad-slot-exclusions-280025~ad-slot-banner-558300&adfs=1486654069~2256267208~2878655115&sfv=1-0-45&rcs=0%2C1%2C0&eri=1&sc=1&lrm=100&cookie=ID%3D326ef29c6fe295d1%3AT%3D1780798684%3ART%3D1780798684%3AS%3DALNI_MbuNg1CHPk4-XBA2bEaSXHOnjIR-A&gpic=UID%3D000014476c1fb61d%3AT%3D1780798684%3ART%3D1780798684%3AS%3DALNI_MZ87n0tOZ4JypTPEOhZ9EM8Ibt3Pw&abxe=1&dt=1780798701154&lmt=1780798999&adxs=0%2C0%2C0&adys=109%2C109%2C302&biw=1280&bih=720&scr_x=0&scr_y=0&btvi=0%7C0%7C0&ucis=3%7C1%7C4&oid=2&u_his=4&u_h=720&u_w=1280&u_ah=720&u_aw=1280&u_cd=24&u_sd=1&u_tz=480&dmc=8&bc=31&nvt=1&uach=WyJtYWNPUyIsIjI2LjUuMSIsImFybSIsIiIsIjE0NS4wLjc2MzIuNiIsbnVsbCwwLG51bGwsIjY0IixbWyJOb3Q6QS1CcmFuZCIsIjk5LjAuMC4wIl0sWyJIZWFkbGVzc0Nocm9tZSIsIjE0NS4wLjc2MzIuNiJdLFsiQ2hyb21pdW0iLCIxNDUuMC43NjMyLjYiXV0sMF0.&url=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fny%2Fnew-york-knicks&vis=1&psz=1280x0%7C1280x0%7C1280x100&msz=1680x0%7C0x0%7C1280x100&fws=640%2C128%2C0&ohw=0%2C0%2C0&psts=AOrYGsnGPznwgA-DVh1GyYc8D3Cxqc7eoNECIMQhQ3RYI1HS9rwBjGmJNJJ87Hx4iCXTYn1bXKnfIm_2lYASzHkNThvK62aqO2F56R8zy3tW9Mso0iHQDg4I49xiTOgpxSYYYV19F2j6GtIOC9S6a3U&dlt=1780798699009&idt=1121&ppid=65CADD94-86DD-42C7-C200-34A22ED228D3&prev_scp=pos%3Dwallpaper%7Cpos%3Dexclusions%7Cpos%3Dbanner&cust_params=pgtyp%3Dstats%26sp%3Dnba%26ed%3Dus%26lang%3Den%26tm%3Dny%26league%3Dnba%26darkmode%3Dfalse%26ajx_url%3Dhttps%253A%252F%252Fwww.espn.com%252Fnba%252Fteam%252Fstats%252F_%252Fname%252Fny%252Fnew-york-knicks%26mnr%3Df%26swid%3D65CADD94-86DD-42C7-C200-34A22ED228D3%26d_us_privacy%3D%26hip%3Dfbd007c8098451fee9ec27d9210f016957b077d490f991bbd60c6dfa4e0149fd%26inskin_yes%3Dno%26prof%3Dxl&adks=1152334542%2C109111406%2C4032568328&frm=20&eo_id_str=ID%3D109055eb94a22d5f%3AT%3D1780798684%3ART%3D1780798684%3AS%3DAA-AfjYk-jrqmaBHDjDtBGCMJGLB&gblpids=%2F21783347309%2Fespn.com%2Fnba%2Fteam%2Fstats~%2F21783347309%2Fespn.com%2Fnba%2Fteam%2Fstats~%2F21783347309%2Fespn.com%2Fnba%2Fteam%2Fstats&pb_szs=970x250%7C728x90~970x250%7C728x90~970x250%7C728x90&pgls=CAk. → 200 (144ms, 29736B)
[2026-06-07T02:18:21.325Z] GET https://securepubads.g.doubleclick.net/pcs/view?xai=AKAOjsulyaachow4XyauRMLPpOWACgo0tfxO2L0adWeVagfs1_B7Nr2OMUH26vDoA3NHwnK3o4jDVRiqeBsYKJr3bTHXFq3XdBtWQ3v80qDSQZHCry5KrxF6AJxa6tUlXdHTsVBTZo9P9eaM97pZjobKnwU9mghSMOKMpHK6UZgTLYygD_qUHNszsEaMU_n45ok7e3ZSh6zs-ndVRDkl-SSv0ozHeEH_wVQs6V3JWma2-IdpG0CdEqGLsswphLQNpKWtiOeg426Cb8jIVPUw0KxZCAh0wdUku1lTjqVhcPITtyOuUH20oXXOhhdtVpmulMKw4kZoyDfek_vJ6eD7SDL36peR-xrSAuk99g4JXsQ1zXYeHsrwuZYtu-CxifJcJy5UvHsZqOa9PDvKDLmBhF3mBS9Qkq80ONT_IxOTOeiV484Gumu0PJOtbQ63Mtv0U3gs1_mZDVVSKy0BnV06eyL3hCVvAg&sai=AMfl-YShzKYCsv9dZ6GXByhh46Sf2C1Z9pcFDW-8hwnHKJus9RE5bFXIO-GFX3Ad4WJnJTxMY--GD0gZlpTqz64Wl7J7O-mriYAqXNarUUM8P86bMzhsSaVPXjJmd-N28s6-nXjIGYqAL4KNQ5GDY7vL3G6MWzw1aiwQkupwSKK4xhX5AO5MjZD7nCj0xGD4kzeYc4DkfIU7NU466VVZEHnsZUh7NtDOtmXR_y9cGbvixNXFUPpaCrprWDD5_1ceWT_y_8Pg5S6DbobNoTZq1AhOuMQn04li_E5ws3umwVoKOg9uzZUdck8EV56O4SlFR5gkf1IMCNI4vc81HXsNVBF4qmlaPRh1R9-U5O2nnR-sdj3XIjzeFNtXEfE78tZww7WllTYZ1PPIRbb0-lo&sig=Cg0ArKJSzHp60dDxGycfEAE&uach_m=%5BUACH%5D&urlfix=1&adurl= → 200 (62ms, ?B)
[2026-06-07T02:18:21.325Z] GET https://ads.rubiconproject.com/ad/15584.js → 200 (?ms, 30726B)
[2026-06-07T02:18:21.325Z] GET https://pagead2.googlesyndication.com/pagead/managed/js/activeview/current/ufs_web_display.js → 200 (?ms, 243288B)
[2026-06-07T02:18:21.325Z] GET https://smarttag.rubiconproject.com/a/15584/102754/482952-2.js?&cb=0.6503078620830424&tk_st=1&rf=https%3A//www.espn.com/nba/team/stats/_/name/ny/new-york-knicks&rp_s=c&p_pos=atf&p_screen_res=1280x720&ad_slot=102754_2&rp_secure=1 → pending (?ms, ?B)
[2026-06-07T02:18:21.983Z] GET https://secure-sdk.imrworldwide.com/cgi-bin/gn?prd=dcr&ci=us-600140&ch=us-600140_b01_nba_S&asn=nba&fp_id=bvjx3iby8ivz36wlzzvtmisuy8rbt1780798683&fp_cr_tm=1780798683802&fp_acc_tm=1780798683802&fp_emm_tm=1780798683802&ve_id=&sessionId=mjm5uuajfh2ry3dqj73khhyai9aqn1780798699&prv=1&c6=vc,b01&ca=NA&c13=asid,P07264C85-15CD-4A80-8E56-B5BFA6D93296&c32=segA,stats&c33=segB,NA&c34=segC,stats&c15=apn,&sup=1&segment2=&segment1=&forward=0&plugv=&playerv=&ad=0&cr=V&c9=devid,&enc=true&c1=nuid,1t7q7zn6sluerrezaryzzdwff9qa01780798683&at=view&rt=text&c16=sdkv,bj.6.0.0&c27=cln,0&crs=&lat=&lon=&c29=plid,17807986999723914&c30=bldv,6.0.0.748&st=dcr&c7=osgrp,&c8=devgrp,&c10=plt,&c40=adbid,&c14=osver,NA&c26=dmap,1&dd=&hrd=&wkd=&c35=adrsid,&c36=cref1,&c37=cref2,&c11=agg,1&c12=apv,&c51=adl,0&c52=noad,0&pc=NA&c53=fef,n&c54=oad,&c55=cref3,&c57=adldf,2&ai=espn_nba_stats&c3=st,c&c64=starttm,1780798701&adid=espn_nba_stats&c58=isLive,false&c59=sesid,&c61=createtm,1780798700&c63=pipMode,&uoo=&c68=bndlid,&nodeTM=&logTM=&c73=phtype,&c74=dvcnm,&c76=adbsnid,&c44=progen,&davty=0&si=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fny%2Fnew-york-knicks&c66=mediaurl,&sdd=&c62=sendTime,1780798700&rnd=948598 → 200 (90ms, 44B)
[2026-06-07T02:18:21.983Z] GET https://global.imrworldwide.com/cgi-bin/gn?prd=metadata&c9=devid,&c13=asid,P07264C85-15CD-4A80-8E56-B5BFA6D93296&sessionId=mjm5uuajfh2ry3dqj73khhyai9aqn1780798699&c30=bldv,6.0.0.748&pgUrl=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fny%2Fnew-york-knicks&pgTitle=New%20York%20Knicks%202025-26%20NBA%20Postseason%20Stats%20-%20ESPN&uoo= → 200 (203ms, 35B)
[2026-06-07T02:18:24.152Z] GET https://image8.pubmatic.com/AdServer/ImgSync?p=0 → 302 (491ms, ?B)
[2026-06-07T02:18:24.643Z] GET https://match.adsrvr.org/track/cmf/generic?ttd_pid=pubmatic&ttd_tpi=1&gdpr=-1&gdpr_consent= → pending (?ms, ?B)
[2026-06-07T02:18:25.214Z] GET https://match.adsrvr.org/track/cmb/generic?ttd_pid=pubmatic&ttd_tpi=1&gdpr=-1&gdpr_consent= → 302 (188ms, ?B)
[2026-06-07T02:18:25.402Z] GET https://simage2.pubmatic.com/AdServer/Pug?vcode=bz0yJnR5cGU9MSZjb2RlPTI4NDkmdGw9MTI5NjAw&piggybackCookie=2e9ce863-d52e-4b87-bbdb-4eedd2ee5e7d&gdpr=0&gdpr_consent= → pending (?ms, ?B)
[2026-06-07T02:18:25.521Z] GET https://loadus.exelator.com/getid?p=1480&g=1&j=0&asid=P07264C85-15CD-4A80-8E56-B5BFA6D93296 → pending (?ms, ?B)
[2026-06-07T02:18:25.789Z] GET https://load77.exelator.com/pixel.gif → 204 (267ms, ?B)
[2026-06-07T02:18:26.849Z] GET https://image8.pubmatic.com/AdServer/ImgSync?sec=1&gdpr=0&gdpr_consent=&us_privacy= → 302 (494ms, ?B)
[2026-06-07T02:18:27.343Z] GET https://cm.g.doubleclick.net/pixel?google_nid=pmeb&google_sc=1&google_hm=F9lYrg7yQ0-FvbBUopoJrA%3D%3D&gdpr=0&gdpr_consent=&google_cm → 302 (67ms, ?B)
[2026-06-07T02:18:27.410Z] GET https://ads.pubmatic.com/AdServer/js/user_sync.html?p=156578&predirect=&gdpr=0&gdpr_consent=&google_gid=CAESEM5eLpw8SXaVPnsEjuw_C8k&google_cver=1 → pending (?ms, ?B)
[2026-06-07T02:18:29.311Z] POST https://ty-trc-events.taboola.com/espnnetwork-espn/log/3/perf?tvi48=28907&tvi50=30819&route=TY%3ATY%3AV&lti=default-trecs-3288-fix-served-sizes-reporting-on-explore-more-display-items_ctrl → 204 (202ms, ?B)
[2026-06-07T02:18:31.058Z] GET https://loadus.exelator.com/getid?p=1480&g=1&j=0&asid=P07264C85-15CD-4A80-8E56-B5BFA6D93296 → 302 (268ms, ?B)
[2026-06-07T02:18:31.326Z] GET https://load77.exelator.com/pixel.gif → 204 (265ms, ?B)
[2026-06-07T02:18:34.971Z] GET https://pespn.chartbeat.net/ping?h=espn.com&p=%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fny%2Fnew-york-knicks&u=BgdCSLBFrErGCzLBHt&d=espn.com&g=22222&g0=nba&g1=stats&g6=5082874724%7C%7C1%2C5075907490%7C%7C1&n=1&f=00001&c=0.25&x=0&m=0&y=3113&o=1280&w=720&j=30&R=1&W=0&I=0&E=5&e=5&r=&PA=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fny%2Fnew-york-knicks&b=581&t=D7_ywZCshnshLblBaDbJqnUBSvqYN&V=151&tz=-480&sn=2&sv=Ba6xhjDbXdq7E3NpHTfrE_CFmM4p&sr=external&sd=1&im=067b2ff3&_ → 200 (294ms, 43B)
[2026-06-07T02:18:36.494Z] GET https://secure-assets.rubiconproject.com/static/psa/blank/1x1.png → 200 (73ms, 156B)
[2026-06-07T02:18:36.494Z] GET https://pagead2.googlesyndication.com/pagead/gen_204?id=av-js&type=fle-fetch-start2 → 204 (159ms, ?B)
[2026-06-07T02:18:36.494Z] GET https://pagead2.googlesyndication.com/pagead/gen_204?id=av-js&type=colleague-executed&name=4 → 204 (158ms, ?B)
[2026-06-07T02:18:36.496Z] GET https://pagead2.googlesyndication.com/pagead/gen_204?id=av-js&type=reach&proto=CAlgAWACaAM%3D → 204 (157ms, ?B)
